"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",72.31,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",120.13,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",218.3,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",165.4,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",187.59,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",189.428,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",191.285,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",193.159,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",195.052,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",196.964,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",198.894,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",11.92,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",15.21,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",10.41,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",8.55,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",8.45,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",118.67,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",120.509,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",122.377,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",124.274,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",126.3,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",128.346,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",130.297,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",236.31,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",238.54,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",215.92,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",213.56,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",236.88,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",286.44,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",289.247,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",292.082,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",294.944,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",297.835,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",300.753,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",303.701,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",12.12,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",10.16,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",9.75,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",3.31,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",2.47,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",62.66,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",63.631,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",64.618,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",65.619,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",66.689,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",67.769,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",68.799,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",136.49,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",113.14,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",109.37,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",39.28,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",42.9,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",63.48,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",64.102,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",64.73,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",65.365,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",66.005,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",66.652,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",67.305,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2006","2006",3.801,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",3.493,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",4.756,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",3.606,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",3.713,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",3.924,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",19.38,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",18.21,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",18.971,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",20.234,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",21.819,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",24.367,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",28.558,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",36.817,,
"NLD","Netherlands","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",43.287,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2005","2005",5.504,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2006","2006",5.78,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",5.994,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",6.282,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",6.561,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",7.711,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",7.919,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",7.382,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",6.992,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",8.408,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",8.571,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",9.082,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",9.973,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",10.703,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",11.453,,
"NLD","Netherlands","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",12.627,,
"NLD","Netherlands","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",7.967,,
"NLD","Netherlands","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",9.342,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",4.434,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",6.136,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.132,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.389,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.837,,
"NLD","Netherlands","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.954,,
"NLD","Netherlands","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.703,,
"NLD","Netherlands","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",2.064,,
"NLD","Netherlands","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.966,,
"NLD","Netherlands","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.984,,
"NLD","Netherlands","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.725,,
"NLD","Netherlands","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.715,,
"NLD","Netherlands","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.206,,
"NLD","Netherlands","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.213,,
"NLD","Netherlands","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.107,,
"NLD","Netherlands","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.102,,
"NLD","Netherlands","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.099,,
"NLD","Netherlands","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.094,,
"NLD","Netherlands","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",23.624,,
"NLD","Netherlands","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",27.288,,
"NLD","Netherlands","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",4.672,,
"NLD","Netherlands","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",5.484,,
"NLD","Netherlands","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",3.109,,
"NLD","Netherlands","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",3.549,,
"NLD","Netherlands","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",5.019,,
"NLD","Netherlands","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",5.881,,
"NLD","Netherlands","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.265,,
"NLD","Netherlands","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.438,,
"NLD","Netherlands","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.322,,
"NLD","Netherlands","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",2.066,,
"NLD","Netherlands","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.831,,
"NLD","Netherlands","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.705,,
"NLD","Netherlands","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.312,,
