"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"LUX","Luxembourg","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",0.921,,
"LUX","Luxembourg","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.939,,
"LUX","Luxembourg","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1.071,,
"LUX","Luxembourg","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.557,,
"LUX","Luxembourg","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.539,,
"LUX","Luxembourg","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.525,,
"LUX","Luxembourg","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.493,,
"LUX","Luxembourg","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",0.096,,
"LUX","Luxembourg","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",0.095,,
"LUX","Luxembourg","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.167,,
"LUX","Luxembourg","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.149,,
"LUX","Luxembourg","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.088,,
"LUX","Luxembourg","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.081,,
"LUX","Luxembourg","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.084,,
"LUX","Luxembourg","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.077,,
"LUX","Luxembourg","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",2.789,,
"LUX","Luxembourg","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",2.887,,
"LUX","Luxembourg","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",5.409,,
"LUX","Luxembourg","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",5.451,,
"LUX","Luxembourg","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",2.259,,
"LUX","Luxembourg","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",2.44,,
"LUX","Luxembourg","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",2.034,,
"LUX","Luxembourg","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",2.157,,
"LUX","Luxembourg","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",2.704,,
"LUX","Luxembourg","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",2.77,,
"LUX","Luxembourg","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",3.921,,
"LUX","Luxembourg","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",3.331,,
"LUX","Luxembourg","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.454,,
"LUX","Luxembourg","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",1.53,,
"LUX","Luxembourg","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1.205,,
"LUX","Luxembourg","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",1.269,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",1.104,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",1.114,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.981,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1.221,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.683,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.723,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.566,,
"LUX","Luxembourg","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.6,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.304,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.31,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.285,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.184,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.1,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",3.985,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",4.002,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",4.021,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",4.041,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",4.066,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",4.093,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",4.117,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",7.015,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",8.687,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",10.822,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",10.774,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",11.235,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",11.319,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",11.302,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",11.291,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",11.285,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",11.283,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",11.285,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",11.291,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.501,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.445,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.082,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.048,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.038,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",3.23,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",3.243,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",3.259,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",3.275,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",3.296,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",3.317,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",3.337,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",7.322,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",7.115,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",1.099,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",0.86,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",1.17,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",1.889,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",1.886,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",1.884,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",1.883,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.883,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.883,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",1.884,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.034,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.027,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.029,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.022,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.018,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.384,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.385,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.387,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.389,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.391,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",0.394,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",0.396,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",0.711,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",0.627,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",1.027,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",1.843,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",1.379,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",1.546,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",1.544,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",1.542,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",1.541,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.541,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.541,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",1.542,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.105,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.132,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.089,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.072,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.07,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.978,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.982,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.987,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.992,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.998,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",1.004,,
"MEX","Mexico","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",1.01,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",2.077,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",2.068,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",1.846,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",1.803,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",1.975,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",2.36,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",2.357,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",2.355,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",2.353,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",2.353,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",2.353,,
"MEX","Mexico","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",2.355,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.107,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.088,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.083,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.028,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.021,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.516,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.519,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.521,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.524,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.527,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",0.53,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",0.533,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",1.2,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",0.981,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",0.935,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",0.332,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",0.358,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",0.523,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",0.522,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",0.522,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",0.522,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.521,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.522,,
"MEX","Mexico","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",0.522,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",34.6,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",35.79,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",33.27,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",21.74,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",11.97,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",483.63,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",491.126,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",498.739,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",506.469,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",514.725,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",523.063,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",531.014,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",797.93,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",1002.14,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",1265.51,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",1276.2,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",1347.49,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",1373.51,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",1386.97,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",1400.563,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",1414.288,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",1428.148,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1442.144,,
"MEX","Mexico","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",1456.277,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",56.94,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",51.36,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",9.54,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",5.69,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",4.5,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",391.95,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",398.025,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",404.195,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",410.46,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",417.15,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",423.908,,
"MEX","Mexico","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",430.351,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",832.83,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",820.84,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",128.49,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",101.84,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",140.29,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",229.22,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",231.466,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",233.735,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",236.025,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",238.338,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",240.674,,
"MEX","Mexico","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",243.033,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",3.89,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",3.15,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",3.43,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",2.66,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",2.17,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",46.56,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",47.282,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",48.015,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",48.759,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",49.554,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",50.356,,
"MEX","Mexico","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",51.122,,
"MEX","Mexico","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",80.91,,
